NoGenSMAVG,NoSMAVG,NoPubSMAVG,NoProSMAVG,NoPriSMAVG,NoDefSMAVG,NoGenMAVG,NoMAVG,NoPubMAVG,NoProMAVG,NoPriMAVG,NoDefMAVG,NoAMAVG,NoPubAMAVG,NoProAMAVG,NoDefAMAVG,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,NoGenSMMAX,NoSMMAX,NoPubSMMAX,NoProSMMAX,NoPriSMMAX,NoDefSMMAX,NoGenMMAX,NoMMAX,NoPubMMAX,NoProMMAX,NoPriMMAX,NoDefMMAX,NoAMMAX,NoPubAMMAX,NoProAMMAX,NoDefAMMAX,NoGenSMSTD,NoSMSTD,NoPubSMSTD,NoProSMSTD,NoPriSMSTD,NoDefSMSTD,NoGenMSTD,NoMSTD,NoPubMSTD,NoProMSTD,NoPriMSTD,NoDefMSTD,NoAMSTD,NoPubAMSTD,NoProAMSTD,NoDefAMSTD,NoGenSMSUM,NoSMSUM,NoPubSMSUM,NoProSMSUM,NoPriSMSUM,NoDefSMSUM,NoGenMSUM,NoMSUM,NoPubMSUM,NoProMSUM,NoPriMSUM,NoDefMSUM,NoAMSUM,NoPubAMSUM,NoProAMSUM,NoDefAMSUM
0.13042649,0.95324874,0.64755271,0.01488408,0.20398817,0.08682378,0.04942277,5.54670356,4.25989887,0.41131571,0.59479057,0.28069841,0.63648507,0.60862513,0.01545654,0.0124034,1.76,1.75,1.85,1.08,241.8,35.41,113.82,54.65,1354,2409,9513,10157,1179,10496,28552,8625,30961,28277,1159,4551,1491,23760,285085,41744,134193,42257,64038,64427,12283483,64731,84822,38617,46205,18695,18586,19712,11491,5286,51,51,53,38,91,7,0.48,18695,18586,19712,11491,34,222,217,10,43,21,26,350,180,85,260,66,244,244,7,46,0.874574166,5.756907152,5.143824586,0.225228331,1.27820244,0.739199843,0.426039087,11.65583729,8.918815829,2.04238594,4.166830045,1.975718099,4.121555014,4.079972662,0.191284192,0.526774542,1367,9991,6787,156,2138,910,518,58135,44648,4311,6234,2942,6671,6379,162,130
0.13179074,0.96387415,0.64953357,0.015182,0.20203036,0.09712822,0.04481434,5.50384123,4.22416316,0.40186574,0.60023779,0.27757454,0.63993049,0.61121273,0.01545638,0.01326139,1.76,1.75,1.86,1.08,244.22,35.79,114.79,54.99,1370,2433,9867,10331,1194,10669,29052,8822,31485,28728,1170,4647,1518,24150,291601,42737,137064,43073,65483,65664,14011273,66066,86508,39368,47140,19041,18928,20079,11688,5376,51,51,53,38,91,7,0.48,19041,18928,20079,11688,36,232,227,10,43,21,11,350,180,85,260,66,244,244,7,46,0.904083451,5.890848594,5.270643151,0.224989032,1.272132214,0.790170187,0.334586522,11.60929304,8.857423888,2.016490502,4.163847903,1.93351543,4.086894632,4.047100882,0.189920673,0.520397645,1441,10539,7102,166,2209,1062,490,60179,46187,4394,6563,3035,6997,6683,169,145
0.13389567,0.9480796,0.64261731,0.01596921,0.19981984,0.08967325,0.08615183,5.41839325,4.18204897,0.39480796,0.5859471,0.25558922,0.64073377,0.61198919,0.01646057,0.01228401,1.77,1.76,1.87,1.08,214.23,25.04,117.3,57.35,1336,2361,9591,10095,1156,10396,28331,8712,30692,27809,1119,4542,1500,23531,247651,28947,135595,41809,64042,66299,25182023,64259,84318,38224,46094,18659,18549,19697,11413,5279,51,51,53,38,91,7,0.49,18659,18549,19697,11413,36,232,227,10,43,21,54,350,180,85,260,66,244,244,7,46,0.896040873,5.763520687,5.151749951,0.239065347,1.277500362,0.755663128,1.065589884,11.36319585,8.788939608,1.953635686,3.96884671,1.837277355,4.011947792,3.975207797,0.188892142,0.493023758,1635,11577,7847,195,2440,1095,1052,66164,51067,4821,7155,3121,7824,7473,201,150
0.2447358,1.06297179,0.78203218,0.01599126,0.19805324,0.06689511,0.22641041,4.97303337,3.8628824,0.37445372,0.52319229,0.21250497,0.53133691,0.50099325,0.02170242,0.00864124,2.16,2.13,2.74,1.17,236.37,27.36,127.4,56.56,1563,2514,10308,20029,1718,20126,30911,9399,33425,30117,1253,4962,1815,25395,406092,47010,218866,46662,67994,97173,2615854087,68361,148607,57499,91108,44731,44155,56757,24176,5101,66,64,134,38,105,12,0.44,44544,43968,56502,24079,36,1231,1200,14,272,25,59,350,281,102,260,67,244,244,69,26,0.994870186,11.66239383,10.69167415,0.266569573,2.424630307,0.671918587,1.24750038,11.69224951,9.021704995,2.174506221,4.262092621,1.50293864,3.739707279,3.69273237,0.531932073,0.255889742,4928,21404,15747,322,3988,1347,4559,100137,77783,7540,10535,4279,10699,10088,437,174
0.24491211,1.08784353,0.78970042,0.01584551,0.21510275,0.06719485,0.22673929,4.95845506,3.8659074,0.37494429,0.50477841,0.21282496,0.53003219,0.4995791,0.02178757,0.00866551,2.16,2.13,2.74,1.17,237.7,27.28,127.84,56.6,1586,2538,10461,20119,1734,20218,31216,9397,33754,30800,1255,5016,1884,25599,412174,47308,221681,47166,68710,98138,2638558078,68985,149248,57876,91372,44892,44316,56918,24313,5162,66,64,134,38,105,12,0.44,44705,44129,56665,24216,24,1231,1200,14,272,25,59,350,281,102,260,68,244,244,69,26,0.969008874,11.74485747,10.76841194,0.266001119,2.456994237,0.671929173,1.247423902,11.60892022,9.040162039,2.173063413,4.118535141,1.504787743,3.730076465,3.683079936,0.531382715,0.255417512,4946,21969,15948,320,4344,1357,4579,100136,78072,7572,10194,4298,10704,10089,440,175
0.27720268,1.06267273,0.76785798,0.01550424,0.2120474,0.0672631,0.24188487,5.02922854,3.84945431,0.45219917,0.4923884,0.23518666,0.53777695,0.50662795,0.0219214,0.0092276,2.14,2.11,2.71,1.17,235.83,27.04,127.2,55,1526,2607,10464,20486,1787,20538,31763,9649,34370,30686,1174,5181,1920,26095,421433,48316,227300,48368,69606,98280,2634180598,70337,150914,58771,92143,45190,44607,57218,24692,5096,66,64,134,38,105,12,0.43,45002,44419,56968,24596,76,1231,1200,14,272,25,59,427,392,102,260,68,374,374,69,26,1.371188901,11.37887772,10.4137001,0.259158724,2.404843324,0.664660007,1.27049974,11.72256013,9.267121064,2.305880745,3.968894072,1.535016482,4.424809562,4.38647887,0.524706502,0.253615217,5918,22687,16393,331,4527,1436,5164,107369,82182,9654,10512,5021,11481,10816,468,197
0.27886085,1.07872193,0.78175504,0.01532762,0.21356796,0.06807131,0.24440843,5.03468396,3.85001158,0.45723547,0.49266034,0.23477657,0.53475342,0.5036351,0.02194953,0.00916879,2.13,2.1,2.69,1.17,259.74,34.38,129.01,55.12,1542,2637,10536,20716,1806,20767,32382,9805,35019,31049,1188,5271,1935,26625,469096,62088,232990,49322,70594,99542,2634181288,71387,152304,59549,92755,45521,44936,57570,24963,5191,66,64,134,38,105,12,0.43,45334,44749,57317,24866,75,1232,1201,14,272,25,59,427,392,102,269,68,374,374,71,26,1.386814833,11.43833376,10.4848393,0.257863284,2.396870544,0.6660467,1.271155997,11.71589877,9.240265398,2.313126889,4.003862379,1.540616013,4.405413893,4.36584899,0.534245011,0.252258571,6022,23295,16882,331,4612,1470,5278,108724,83141,9874,10639,5070,11548,10876,474,198
0.27881773,0.81576355,0.64039409,0.01477833,0.12610837,0.03448276,0.12019704,3.23448276,2.68866995,0.20985222,0.30147783,0.03448276,0.50147783,0.47389163,0.01674877,0.01083744,1.67,1.65,1.77,1.13,124.75,14.39,70.82,40.24,1125,2493,3564,5118,839,5483,13752,4868,16245,10556,973,1830,951,12491,104665,12076,59419,26451,29843,33763,27206,32790,43024,22278,20746,9225,9127,9760,6242,3043,29,29,32,19,105,10,0.57,9225,9127,9760,6242,33,26,22,3,15,6,2,142,129,12,18,5,125,125,5,4,1.597440866,1.953283905,1.591152831,0.162427172,0.684708509,0.357596111,0.378402086,6.919252295,6.25292993,0.893491231,1.218796864,0.303985194,4.267848385,4.257830587,0.240515192,0.185378824,283,828,650,15,128,35,122,3283,2729,213,306,35,509,481,17,11
0.2425876,0.83198562,0.64510332,0.01257862,0.13656784,0.03773585,0.14824798,3.29380054,2.76999102,0.21383648,0.27762803,0.03234501,0.46630728,0.4393531,0.01707098,0.0098832,1.63,1.61,1.72,1.13,120.26,14.17,68.72,38.06,1272,2706,3987,5861,952,6235,15794,5323,18500,11643,1017,1968,1143,14372,114492,13486,65419,29712,32095,36230,46699,35622,46992,24860,22132,10247,10136,10806,7079,3234,32,32,33,17,105,10,0.55,10247,10136,10806,7079,34,25,22,3,15,6,13,142,129,12,18,5,125,125,5,4,1.509032805,1.954004185,1.596496561,0.152322244,0.694763942,0.365166942,0.619058703,6.860366218,6.26167321,0.868282541,1.097744538,0.291902671,4.088968628,4.078977323,0.237302245,0.177056102,270,926,718,14,152,42,165,3666,3083,238,309,36,519,489,19,11
0.2432675,0.83752244,0.64901257,0.01256733,0.13824058,0.03770198,0.1481149,3.3016158,2.77199282,0.21633752,0.28096948,0.03231598,0.46678636,0.43985637,0.01705566,0.00987433,1.62,1.61,1.71,1.12,120.53,14.2,68.94,38.07,1276,2751,4044,5919,956,6294,15925,5371,18676,11713,1019,1986,1149,14522,115227,13574,65907,30023,32305,36392,46744,35903,47330,25092,22238,10301,10195,10868,7127,3211,32,32,33,17,105,10,0.55,10301,10195,10868,7127,34,25,22,3,17,6,13,142,129,12,18,5,125,125,5,4,1.511498272,1.974612559,1.597732885,0.152254327,0.734328154,0.365004755,0.618796714,6.868386788,6.259792055,0.881111719,1.109392151,0.291773234,4.08804263,4.078061282,0.237196262,0.176976863,271,933,723,14,154,42,165,3678,3088,241,313,36,520,490,19,11
0.24177778,0.84355556,0.65244444,0.01244444,0.13955556,0.03911111,0.14666667,3.29066667,2.75822222,0.21688889,0.28266667,0.03288889,0.49777778,0.47022222,0.01688889,0.01066667,1.61,1.6,1.7,1.12,120.7,14.2,68.8,38.37,1286,2793,4071,5958,964,6371,16081,5392,18874,11796,1112,2010,1158,14594,116358,13691,66327,30270,32446,36987,46800,36158,47650,25314,22336,10353,10247,10922,7168,3225,32,32,33,17,105,10,0.56,10353,10247,10922,7168,34,25,22,3,17,6,13,142,129,12,18,5,125,125,5,4,1.505024605,1.977308109,1.601417644,0.151513191,0.732174708,0.365487937,0.615936505,6.849360197,6.235969955,0.878928191,1.1099998,0.291788525,4.227239125,4.217872286,0.236039754,0.178567136,272,949,734,14,157,44,165,3702,3103,244,318,37,560,529,19,12
0.22823529,0.8454902,0.63607843,0.01176471,0.15294118,0.04470588,0.13803922,3.45176471,2.86980392,0.21019608,0.31294118,0.05882353,0.53803922,0.50980392,0.0172549,0.01098039,1.58,1.55,1.66,1.1,123.12,14.47,70.69,39.13,1483,3222,4560,7071,1089,7534,19111,6253,22333,14720,1447,2463,1287,17136,134075,15757,76977,34860,37920,42618,164092,41654,54883,29020,25863,11953,11779,12582,8373,3930,34,32,34,24,241,10,0.55,11953,11779,12582,8373,33,28,23,3,23,6,13,218,202,15,18,5,195,195,6,4,1.449430863,2.164701051,1.654735425,0.145045035,0.968190741,0.36563323,0.585916475,8.447939001,7.80348778,0.885467618,1.218207127,0.378426293,5.761052811,5.754495426,0.243536674,0.172288573,291,1078,811,15,195,57,176,4401,3659,268,399,75,686,650,22,14
0.22378607,0.80577058,0.60661506,0.01055595,0.14707952,0.04152006,0.14004222,3.47009149,2.87825475,0.22378607,0.30823364,0.05981703,0.50316678,0.47642505,0.01688951,0.00985222,1.6,1.57,1.69,1.11,122.69,14.4,70.33,39.14,1645,3432,4989,7843,1216,8333,21286,7035,24718,16259,1553,2757,1461,18947,149197,17515,85524,38829,42141,47594,822116,46330,61147,32407,28740,13403,13202,14157,9290,4441,51,51,74,25,263,10,0.56,13403,13202,14157,9290,33,28,23,3,23,6,13,218,202,15,18,5,195,195,6,4,1.383230223,2.065158283,1.595008448,0.137438261,0.909044545,0.352482217,0.578242379,8.1638731,7.497686158,0.968481487,1.21014759,0.3933969,5.496671359,5.490344685,0.233678553,0.163231936,318,1145,862,15,209,59,199,4931,4090,318,438,85,715,677,24,14
0.22394822,0.81100324,0.59288026,0.01035599,0.1605178,0.04724919,0.14368932,3.84789644,3.2012945,0.2368932,0.33333333,0.07637541,0.64660194,0.61941748,0.01747573,0.00970874,1.57,1.54,1.66,1.09,125.64,14.4,72.09,40.69,1808,3804,4974,8777,1324,9368,23946,7715,27750,16068,1914,3246,1545,21045,166348,19063,95453,43271,47133,53868,162491,51268,67594,35685,31909,14780,14564,15609,10323,4705,51,51,74,25,263,10,0.56,14780,14564,15609,10323,33,30,26,3,20,9,13,426,392,34,18,16,374,374,6,4,1.455825018,2.095273297,1.60801425,0.134222691,0.859815434,0.44032263,0.572340322,13.18509641,12.21539157,1.246690658,1.270866823,0.620568537,9.768287792,9.765344493,0.228301957,0.162612906,346,1253,916,16,248,73,222,5945,4946,366,515,118,999,957,27,15
0.19361483,0.7507724,0.56488157,0.00875386,0.13491246,0.04222451,0.14006179,3.65756952,3.08650875,0.19515963,0.30175077,0.07415036,0.53861998,0.51441813,0.01493306,0.0092688,1.56,1.54,1.64,1.1,127.67,14.71,74.16,40.27,2038,4131,5439,10051,1460,10679,27543,8740,31674,18544,2118,3624,1638,24294,186398,21480,108275,48727,53562,58798,182896,58231,76648,40066,36582,16741,16514,17643,11798,5149,51,51,74,25,263,10,0.54,16741,16514,17643,11798,33,96,96,3,20,9,13,427,392,34,24,16,374,374,6,4,1.339259218,2.912151275,2.627718535,0.126040845,0.783668568,0.408797179,0.535987684,12.21876804,11.29702591,1.133025102,1.270186953,0.593182322,8.737168125,8.734294314,0.206195169,0.15023696,376,1458,1097,17,262,82,272,7103,5994,379,586,144,1046,999,29,18
0.20280058,0.72911637,0.55045872,0.00917431,0.13085466,0.03862868,0.14534042,3.69048769,3.12216321,0.19652342,0.30226944,0.06953163,0.5156929,0.49299855,0.01352004,0.00917431,1.55,1.53,1.63,1.1,128.8,14.82,75.31,40.13,2170,4275,5652,10715,1524,11361,29437,9550,33712,19804,2176,3831,1755,25950,196293,22584,114772,52192,56104,61156,185728,61322,80800,42691,38109,17699,17460,18643,12521,5255,51,51,74,23,263,10,0.53,17699,17460,18643,12521,33,96,96,3,20,9,13,427,392,34,24,16,374,374,6,4,1.343982378,2.838399373,2.561505799,0.129676059,0.766745581,0.393641952,0.530686779,11.98716928,11.06449406,1.152541116,1.272367115,0.569626953,8.468284911,8.465502138,0.196076236,0.147120582,420,1510,1140,19,271,80,301,7643,6466,407,626,144,1068,1021,28,19
0.21593481,0.6785876,0.49253056,0.01041195,0.13716614,0.03847895,0.16251698,3.70122227,3.15029425,0.18424627,0.3010412,0.06564056,0.50701675,0.48709823,0.01131734,0.00860118,1.55,1.53,1.63,1.09,134.02,15.28,80.12,39.68,2551,4587,5904,11836,1580,12525,32602,11922,37189,21243,2332,4161,1782,28914,211755,24137,126590,57475,62265,62699,190555,67041,88601,46755,41846,19484,19243,20545,13748,5533,51,51,74,23,263,10,0.5,19484,19243,20545,13748,33,30,26,5,20,9,13,429,392,34,25,16,374,374,6,4,1.4304455,1.929705972,1.457738246,0.154545618,0.792517823,0.383999402,0.543556188,12.68646896,11.76120681,1.176195879,1.358841344,0.539722326,8.222024911,8.219319464,0.186358041,0.142468342,477,1499,1088,23,303,85,359,8176,6959,407,665,145,1120,1076,25,19
0.00454841,0.5237167,0.50617284,0,0.00519818,0.01234568,0.07277453,4.02469136,3.38076673,0.23521767,0.02339181,0.38531514,0.14814815,0.12540611,0.00454841,0.01819363,1.37,1.37,1.4,1.13,247.99,39.99,165.44,42.97,9399,2925,2103,26778,1447,26929,77934,15495,80859,259281,5124,846,1752,73137,358846,57869,239388,82305,138419,62173,11218504,110638,150236,67533,82703,37104,37080,37750,30447,9420,40,40,49,31,96,10,0.26,37104,37080,37750,30447,2,123,123,0,4,7,2,337,333,4,13,12,8,8,1,4,0.091795182,5.585759087,5.495387123,0,0.119448632,0.201948649,0.269585937,12.63027145,12.40932991,0.466451637,0.379080909,1.148071842,0.692586859,0.661184389,0.067288335,0.209412338,7,806,779,0,8,19,112,6194,5203,362,36,593,228,193,7,28
0.00454546,0.52402597,0.50649351,0,0.00519481,0.01233766,0.07337662,4.03181818,3.38571429,0.23636364,0.02337662,0.38636364,0.1512987,0.12857143,0.00454546,0.01818182,1.37,1.37,1.4,1.13,248.48,40.03,165.89,42.97,9454,2928,2106,26899,1450,27055,78304,15534,81232,259659,5146,846,1758,73482,360298,58044,240538,82609,139162,62300,11218700,111072,150859,67815,83044,37281,37257,37937,30583,9455,40,40,49,31,96,10,0.26,37281,37257,37937,30583,2,123,123,0,4,7,2,338,334,4,13,12,8,8,1,4,0.091765447,5.58442355,5.494089804,0,0.119409917,0.201883315,0.270531513,12.64591307,12.42418269,0.468462279,0.37895828,1.148435875,0.717022796,0.686863215,0.067266584,0.209344849,7,807,780,0,8,19,113,6209,5214,364,36,595,233,198,7,28
0.00454546,0.52402597,0.50649351,0,0.00519481,0.01233766,0.07337662,4.03831169,3.39155844,0.23636364,0.02337662,0.38701299,0.1525974,0.12987013,0.00454546,0.01818182,1.37,1.37,1.4,1.13,248.77,40.11,166.14,42.92,9476,2934,2097,26981,1451,27139,78548,15543,81482,259835,5162,846,1761,73713,360961,58198,241073,82776,139507,62274,11218470,111313,151187,67979,83208,37373,37349,38034,30670,9466,40,40,49,31,96,10,0.26,37373,37349,38034,30670,2,123,123,0,4,7,2,338,334,4,13,12,9,9,1,4,0.091765447,5.58442355,5.494089804,0,0.119409917,0.201883315,0.270531513,12.64882161,12.42637774,0.468462279,0.37895828,1.148499942,0.731099337,0.701587242,0.067266584,0.209344849,7,807,780,0,8,19,113,6219,5223,364,36,596,235,200,7,28
0.00454546,0.52402597,0.50649351,0,0.00519481,0.01233766,0.07337662,4.03896104,3.39220779,0.23636364,0.02337662,0.38701299,0.1525974,0.12987013,0.00454546,0.01818182,1.37,1.37,1.4,1.13,248.86,40.13,166.23,42.91,9495,2934,2097,27017,1452,27175,78656,15543,81590,260049,5162,846,1761,73821,361351,58270,241359,82863,139694,62306,11218514,111431,151346,68060,83286,37413,37389,38074,30706,9467,40,40,49,31,96,10,0.26,37413,37389,38074,30706,2,123,123,0,4,7,2,338,334,4,13,12,9,9,1,4,0.091765447,5.58442355,5.494089804,0,0.119409917,0.201883315,0.270531513,12.65100125,12.42857794,0.468462279,0.37895828,1.148499942,0.731099337,0.701587242,0.067266584,0.209344849,7,807,780,0,8,19,113,6220,5224,364,36,596,235,200,7,28
0.00453662,0.52300713,0.50550875,0,0.00518471,0.01231368,0.07323396,4.04406999,3.39857421,0.23655217,0.02333117,0.38561244,0.1529488,0.13026572,0.00453662,0.01814647,1.37,1.37,1.4,1.13,248.43,40.07,165.97,42.78,9516,2934,2109,27091,1458,27250,78880,15555,81814,260502,5167,846,1764,74037,362208,58422,241987,83130,140016,62380,11218591,111688,151708,68260,83448,37508,37484,38171,30776,9473,40,40,49,31,96,10,0.26,37508,37484,38171,30776,2,123,123,0,4,7,2,338,334,4,13,12,9,9,1,4,0.091676414,5.579039867,5.488791571,0,0.119293998,0.201687695,0.270287721,12.64636931,12.42496277,0.468487492,0.378591103,1.144051253,0.730727353,0.7012703,0.067201459,0.209142772,7,807,780,0,8,19,113,6240,5244,365,36,595,236,201,7,28
0.00452489,0.52165482,0.50420168,0,0.0051713,0.01228184,0.0730446,4.04395604,3.39883646,0.23723336,0.02327085,0.38461539,0.15255333,0.1299289,0.00452489,0.01809955,1.37,1.37,1.4,1.13,248.26,40.05,165.83,42.78,9533,2934,2109,27142,1462,27301,79033,15576,81967,262392,5173,846,1800,74148,362957,58553,242438,83323,140266,62547,11218648,111919,151992,68404,83588,37566,37542,38229,30827,9473,40,40,49,31,96,10,0.26,37566,37542,38229,30827,2,123,123,0,4,7,2,338,334,4,13,12,9,9,1,4,0.091558106,5.571885781,5.481751043,0,0.119139963,0.20142775,0.269963679,12.64474083,12.42396182,0.468762664,0.378103191,1.142739042,0.729823373,0.700394335,0.067114918,0.208874245,7,807,780,0,8,19,113,6256,5258,367,36,595,236,201,7,28
0.00453368,0.52266839,0.50518135,0,0.00518135,0.0123057,0.07318653,4.0615285,3.41256477,0.23834197,0.02331606,0.3873057,0.15284974,0.13018135,0.00453368,0.01813472,1.37,1.37,1.4,1.13,248.33,40.09,165.91,42.72,9573,2937,2133,27254,1467,27413,79366,15477,82303,267044,5197,855,1827,74424,364294,58810,243394,83646,140817,62670,11218770,112328,152558,68676,83882,37717,37693,38387,30948,9493,40,40,49,31,96,10,0.26,37717,37693,38387,30948,2,123,123,0,4,7,2,339,335,4,13,12,9,9,1,4,0.091646794,5.577248763,5.487028896,0,0.119255433,0.201622614,0.270206602,12.70457352,12.48486639,0.469462649,0.378468948,1.142216051,0.729613897,0.700126538,0.067179792,0.209075543,7,807,780,0,8,19,113,6271,5269,368,36,598,236,201,7,28
0.00451613,0.52064516,0.50322581,0,0.00516129,0.01225807,0.07290323,4.04967742,3.40322581,0.23741936,0.02322581,0.38580645,0.15612903,0.13354839,0.00451613,0.01806452,1.37,1.37,1.4,1.12,248.26,40.06,165.84,42.76,9628,2952,2139,27357,1473,27522,79672,15480,82624,267824,5209,870,1827,74718,365693,59003,244286,83970,141322,62984,11218926,112685,153060,68928,84132,37850,37826,38523,31056,9509,40,40,49,31,96,10,0.26,37850,37826,38523,31056,2,123,123,0,4,7,2,340,336,4,13,12,9,9,1,4,0.091469674,5.566538239,5.476488389,0,0.119024827,0.201233449,0.269721404,12.72871214,12.50917041,0.46878682,0.377738492,1.140256831,0.730097994,0.70085454,0.067050232,0.208673527,7,807,780,0,8,19,113,6277,5275,368,36,598,242,207,7,28
0.00450451,0.51930502,0.5019305,0,0.00514801,0.01222651,0.07400257,4.04504505,3.4009009,0.23680824,0.02316602,0.38416988,0.15765766,0.13513514,0.00450451,0.01801802,1.37,1.37,1.39,1.12,247.86,39.94,165.46,42.86,9681,2952,2148,27458,1481,27627,79984,15507,82936,268643,5227,873,1848,74988,367082,59149,245044,84260,141703,63470,17942295,113004,153518,69183,84335,37980,37956,38653,31146,9526,41,41,51,31,96,10,0.26,37980,37956,38653,31146,2,123,123,0,4,7,2,340,336,4,13,12,9,9,1,4,0.091352164,5.559432073,5.469495035,0,0.118871831,0.200975255,0.27379043,12.7192951,12.50110005,0.468337629,0.377253864,1.136628541,0.730108979,0.700992871,0.066964274,0.208406801,7,807,780,0,8,19,115,6286,5285,368,36,597,245,210,7,28
0.00450451,0.52316602,0.50579151,0,0.00514801,0.01222651,0.07271557,4.05148005,3.40604891,0.23680824,0.02316602,0.38545689,0.15765766,0.13513514,0.00450451,0.01801802,1.37,1.37,1.39,1.12,249.48,40.09,166.06,43.72,9716,2970,2166,27554,1482,27723,80254,15543,83224,271944,5233,873,1866,75252,369736,59413,246107,84570,142447,64797,18286959,113468,154106,69414,84692,38101,38077,38778,31258,9567,41,41,51,31,96,10,0.26,38101,38077,38778,31258,2,123,123,0,4,7,2,340,336,4,13,12,9,9,1,4,0.091352164,5.594724603,5.504791868,0,0.118871831,0.200975255,0.271777528,12.71876474,12.50098537,0.468337629,0.377253864,1.141278643,0.730108979,0.700992871,0.066964274,0.208406801,7,813,786,0,8,19,113,6296,5293,368,36,599,245,210,7,28